,Agent,Value,Consumption,i_a,m
133,S133,13.625180014710104,6.928454483057349,0.45,0.9
134,S134,31.271304603928474,38.703873360772945,0.45,0.9
135,S135,6.1278408255361905,5.354165919123146,0.45,0.9
136,S136,7.539469204646046,8.671372514701199,0.45,0.9
137,S137,13.582056283764713,23.24352320782359,0.45,0.9
138,S138,5.7779289266284986,4.4134534847365,0.45,0.9
139,S139,3.1363646972684465,5.439553377158007,0.45,0.9
140,S140,-11.80269961916494,0.5395259208382607,0.45,0.9
141,S141,-18.085180978704905,0.4590260039045551,0.45,0.9
142,S142,-2.4020154869319508,1.6005413189942759,0.45,0.9
143,S143,-12.512053334984383,0.5435764793163036,0.45,0.9
144,S144,-14.572706596773218,0.5237487848666654,0.45,0.9
145,S145,-6.000248651649798,1.5710562330523092,0.45,0.9
146,S146,-24.157315066673355,0.40099555835403383,0.45,0.9
147,S147,-9.497202817470834,1.5340166648817573,0.45,0.9
148,S148,-7.738686778229463,1.3955458721625107,0.45,0.9
149,S149,-10.335424111673355,1.469458555919164,0.45,0.9
150,S150,4.514783143638093,3.348365579074401,0.45,0.9
151,S151,9.245757041740896,3.286233646846513,0.45,0.9
152,S152,6.976672327176299,4.373602169423507,0.45,0.9
153,S153,3.51348849256403,2.8294672479265124,0.45,0.9
154,S154,2.297147439103771,3.7940265192755644,0.45,0.9
155,S155,2.9907643928916112,3.9748864918695013,0.45,0.9
156,S156,5.803320117709495,3.2179779981337573,0.45,0.9
157,S157,9.118382406680665,4.984294045517965,0.45,0.9
158,S158,10.10264839021284,3.6866414999897414,0.45,0.9
159,S159,7.565747004831585,4.114335813273896,0.45,0.9
160,S160,1.3046731867095585,6.912876369835618,0.45,0.9
161,S161,4.19363827111536,7.258273566960478,0.45,0.9
162,S162,-3.9667783670460866,2.4761420319718583,0.45,0.9
163,S163,12.042356157502194,17.290186744783334,0.45,0.9
164,S164,-0.2822111103497047,7.442822617829338,0.45,0.9
165,S165,-1.7010035664018552,4.932810591145368,0.45,0.9
166,S166,12.351430195682717,19.3092378601135,0.45,0.9
167,S167,-2.971911360764291,2.72523540561809,0.45,0.9
168,S168,2.0219217755135586,4.400387992538502,0.45,0.9
169,S169,0.28785646185108593,4.866596250127609,0.45,0.9
170,S170,8.798180103880423,4.161365019281859,0.45,0.9
171,S171,11.227388470796024,4.016470279449685,0.45,0.9
172,S172,15.281015273346375,7.84526907668645,0.45,0.9
173,S173,5.267168694386792,2.39211638199685,0.45,0.9
174,S174,7.693964340135369,4.5276216247816565,0.45,0.9
175,S175,6.323260131968611,3.761081838240003,0.45,0.9
176,S176,6.339107000963383,2.555468015549157,0.45,0.9
177,S177,16.39302030250325,8.367421723001947,0.45,0.9
178,S178,9.651547340880674,3.7781583488309605,0.45,0.9
179,S179,8.44324449658679,3.904027747338448,0.45,0.9
180,S180,1.1090451616632442,1.5654285538267811,0.45,0.9
181,S181,-0.6932351736085232,1.525508567609842,0.45,0.9
182,S182,4.733478912018807,2.745952264073822,0.45,0.9
183,S183,1.826036091020851,1.892438190857561,0.45,0.9
184,S184,4.486501685846114,1.4174111897024178,0.45,0.9
185,S185,11.107127096575677,3.3842298058584173,0.45,0.9
186,S186,3.195028107398019,1.591991974397945,0.45,0.9
187,S187,6.78791447720492,2.4956955060264723,0.45,0.9
188,S188,5.807213891138743,3.8577703213016785,0.45,0.9
189,S189,9.467738065299372,3.3415209201927905,0.45,0.9
190,S190,11.594798177758982,3.2867474293518444,0.45,0.9
191,S191,9.699460621474156,3.273191748366968,0.45,0.9
192,S192,1.5939685389807556,1.2691648802362414,0.45,0.9
193,S193,7.075940507812871,2.24307264661562,0.45,0.9
194,S194,3.894584922230622,4.562435103322683,0.45,0.9
195,S195,-6.6628837764386555,1.2153314082371722,0.45,0.9
196,S196,-3.9419045424082846,2.0820871571987842,0.45,0.9
197,S197,-6.024254338741896,1.7027792804419646,0.45,0.9
198,S198,-0.9310774210100299,1.1249379236084152,0.45,0.9
199,S199,-10.13067576682901,1.1489625237596555,0.45,0.9
200,S200,9.24370314431761,4.13209802441731,0.45,0.9
201,S201,3.425746293222314,5.613216189029247,0.45,0.9
202,S202,7.328739590460996,3.405590185716605,0.45,0.9
203,S203,6.635947950080303,2.122682074864056,0.45,0.9
204,S204,9.24370314431761,4.13209802441731,0.45,0.9
205,S205,5.465539256562827,1.8821754846815608,0.45,0.9
206,S206,0.20967649447144954,2.212208251253977,0.45,0.9
207,S207,1.5880402068788446,4.804352433663501,0.45,0.9
208,S208,-0.9778765241382709,1.9973023066940372,0.45,0.9
209,S209,-0.9778765241382709,1.9973023066940372,0.45,0.9
210,S210,8.507408754540206,4.580037078562962,0.45,0.9
211,S211,4.341513736920275,4.339447337601208,0.45,0.9
212,S212,8.286384576727153,4.378432270236783,0.45,0.9
213,S213,6.223230209557695,3.4661141213764193,0.45,0.9
