,Equation,Consumption
246,H,0.7076156095879732
247,H,0.4110742633300183
248,N,0.698519322229323
249,H,0.3785026669988741
250,L,1.5934191373473758
251,L,1.5614931853587017
252,L,1.4037036529143039
253,L,1.6301752554185756
254,N,1.9488281867867612
255,N,1.7384231597129516
256,N,1.8464075052332634
257,N,1.6148217890128826
258,L,1.382574741620366
259,N,1.667070491075181
260,N,0.3835278695136103
261,N,0.24187886467609895
262,N,1.4943610855136966
263,N,0.3835276580635654
264,L,0.4026544258389177
265,N,3.941654965965522
266,L,0.40265528265236117
267,N,3.5118152561392404
268,N,1.0645209168042657
269,N,3.5118152561392404
270,N,1.7535092251431323
271,N,1.8409361527524957
272,N,1.3759936259911794
273,N,1.8890538384865614
274,L,1.51789581359649
275,L,1.3334090199676787
276,L,1.5662706992249433
277,L,1.2914871928440876
278,N,1.4592616096513935
279,L,1.3248648596526411
280,H,0.5660183657159162
281,H,0.6161943026226688
282,N,0.12584495584198538
283,H,0.5045615735799374
284,N,0.41800160034126915
285,N,0.1258445872375821
286,N,0.500638873708632
287,N,0.12584543158103959
288,N,0.1258445872375821
289,N,0.1258445872375821
290,N,1.3550037210188404
291,N,1.0284685480410152
292,N,1.2081394514510977
293,N,1.3550012243150498
294,N,2.3783656677202316
295,N,1.6915081909157437
296,N,1.7167971596719438
297,N,1.7081623289611556
298,N,0.6063825793317816
299,N,1.4123541990426827
300,H,0.9457656746907842
301,H,0.9037475089836531
302,H,1.2396143628914182
303,H,0.9849923770114842
305,H,1.3695748462668262
306,H,0.9517684065363944
307,H,1.2022129913258366
308,H,1.3482641358978371
310,N,3.389659830268374
311,N,3.952834091421397
312,N,1.2241779909858272
313,N,1.3896563556600787
315,N,0.7076787481993844
316,N,1.9528335011161366
317,N,1.4986633371230922
318,N,0.9994668998585265
320,N,0.4567506731660977
321,N,0.46430882784077787
322,N,0.7314127381734693
323,N,0.45674979912105607
324,N,1.2202923549060694
325,N,1.3054176421026644
326,N,1.094271508219036
327,N,1.3142870880239566
328,N,0.5486153485348728
329,N,1.3142842654395803
330,N,1.741817982453533
331,N,1.7442955039734171
332,N,2.096530308367071
333,N,1.6902229018099781
334,H,1.1744000252095215
335,H,1.0630666451186492
336,H,1.1687561142296559
337,H,1.0632531144162924
338,N,2.0188183919468794
339,H,1.0660962224946715
340,N,2.1796207554934814
341,N,2.183453640088537
342,N,2.8520428455303106
343,N,2.1796192876102825
344,L,2.392398422175408
345,L,2.3981711611977103
346,L,1.7997275131481258
347,L,2.90826271103659
348,N,2.5134814838297492
349,L,2.3946799378303325
350,L,1.797766096220157
351,L,1.7988906200434776
352,H,0.4678550342416362
353,L,1.6859232740692014
354,N,1.774603831918198
355,N,0.4640057864823706
356,N,1.4839922840105109
357,N,0.46601219573116187
358,H,0.47994781597279845
359,N,0.4660119907893232
360,H,0.8095096334219494
361,H,0.8103077690665178
362,H,0.7160124633454267
363,H,0.8944121798741886
364,N,1.4166197972920482
365,L,1.6962736810335948
366,L,1.9825757077413513
367,N,1.1023101207616914
368,H,0.6396265835595283
369,L,1.6932505941351546
370,N,4.435229266871021
371,N,4.446836505211005
372,N,3.9085339076081764
373,N,2.4352301409037893
374,N,2.265510608050608
375,N,1.0475731911347952
376,N,1.27712302839544
377,N,2.058651719204649
378,N,2.1887573104116034
379,N,1.0586551941265223
380,H,0.39500205604747274
381,H,0.39586383486365223
382,L,1.6333792835238135
383,H,0.349758919976815
384,N,0.5642955449299838
385,N,1.7840951108923018
386,N,0.5660657119893072
387,N,1.7871514325296096
388,L,1.7217881945502909
389,N,1.7871544737838765
390,N,1.8790340660259637
391,N,1.8835031164480451
392,L,0.03193623246486333
393,N,0.8790350596325945
394,H,3.8740606109596794
395,L,0.03193702957253493
396,H,1.0116236229075868
397,L,5.538167460900952e-06
398,L,0.03193683412372321
399,L,0.03193703391737165
400,N,1.144938574901364
401,N,1.2618025657705696
402,N,1.0725526531231357
403,N,2.144933522097188
404,N,1.535270355898905
405,N,1.2836848932895935
406,N,2.652135150344057
407,N,1.2344640533243303
408,N,1.1807944939220074
409,N,1.3790561183883892
410,H,1.9934099740691267
411,H,3.2598661702310046
412,H,2.1545769193769195
413,H,1.1013120285366234
414,N,1.4133885405996762
415,N,0.8247322550331101
416,N,0.10703740116806913
417,N,0.8254249351152539
418,H,1.1748914139700424
419,N,0.10703901337885938
420,N,0.6261570044989077
421,N,0.4074815896149742
422,N,1.6766071309504944
423,N,0.6261593968192276
424,N,0.9472931653895612
425,N,3.45174301365015
426,N,0.7286195722108917
427,N,1.5129878772156347
428,N,1.9402688352255586
429,N,2.93862464643981
430,N,2.8841159023387575
431,N,2.9568140524137654
432,N,2.2765952267560046
433,N,1.750793129891919
434,L,2.0968250724279294
435,L,1.2261804395461273
436,L,1.4873322275806329
437,L,1.52948164829456
438,N,1.4892049579997473
439,L,1.3289508035433102
440,L,0.2465622945873847
441,L,0.24656224755374256
442,L,0.6563055510156062
443,H,0.046563794992416745
444,L,0.2465622945873847
445,N,0.44999896470014616
446,L,0.2465622945873847
447,N,0.6525067625125318
448,L,0.634218731288382
449,N,0.6525066441089249
450,N,0.7116455667876144
451,N,0.47254403198081935
452,N,0.7116468884771688
453,N,0.5636511980825594
454,H,1.0973796214543527
455,H,1.105159235887899
456,H,1.0293653086188956
457,H,1.0871033650451447
458,N,0.36360742361887227
459,H,1.0526836244954914
460,H,0.7804321439303783
461,H,0.6844849619974469
462,L,1.949273485241448
463,H,0.77881016366645
464,L,1.184066530286435
465,L,3.535511810988507
466,H,0.6569426849502673
467,L,2.197292225800664
468,L,3.0439803556442033
469,L,3.4120619942040555
470,N,1.1020075639340332
471,N,1.4293629892962576
472,N,0.6636374435778943
473,N,1.619585968140138
474,N,0.945439060562989
475,N,0.6830927732947457
476,N,1.694376444777442
477,N,0.7676554386063931
478,N,1.0571247483960045
479,N,0.9649534573078934
480,H,0.5725889963719811
481,H,0.6537101068005599
482,H,1.7932580267635985
483,H,0.572586802483872
484,H,0.6943890768506755
485,N,1.4276308063216698
486,N,0.9935929002352962
487,N,3.9560326431642405
488,L,1.4023233779301063
489,N,1.5221898852602063
490,N,1.50163741424411
491,N,1.6044060233911546
492,N,0.38571228902741334
493,N,1.501637217423865
494,N,0.8274491969090499
495,N,0.27361212830313997
496,N,1.2700607207417713
497,N,0.3171922057342778
498,N,0.42929421582725935
499,N,0.3171922057342778
500,N,0.18437818834202008
501,N,0.18438066542877993
502,H,0.9391320230411991
503,N,0.18438070473455126
504,N,0.18437994527387438
505,N,1.127436267906326
506,N,0.1843789885399092
507,N,1.5482054317978977
508,H,0.8606059726751317
509,N,1.036042164920155
510,N,1.3325531039820382
511,N,1.1463664996875527
512,N,1.9117968612099214
513,N,2.2660478388841017
514,H,0.9824223859833705
515,H,1.788225380716037
516,H,1.1463135224956287
517,H,1.1258328552391519
518,N,3.849505720578386
519,H,1.819791101401714
520,N,0.7208708849856463
521,N,0.644816651463855
522,N,1.6342881193847902
523,N,0.7208734685435035
524,N,0.5890276494037299
525,N,2.0744518287714757
526,N,0.5129663640061773
527,N,1.4022456367591463
528,N,1.9326663693368051
529,N,1.936489075791785
530,H,0.7769826439010098
531,H,1.36309962811925
532,H,0.680120235162445
533,H,1.5644215803072041
534,L,2.232174812818392
535,H,0.49323470688001775
536,H,2.3213071057591455
537,H,0.6504839169860483
538,H,0.4491132211184407
539,H,0.49937757439358227
540,N,0.5974818260250608
541,N,0.697343431154511
542,N,0.5974800049757301
543,N,0.6963308455295167
544,N,1.3091347569133125
545,N,1.4979763753664608
546,N,1.5762724342744996
547,N,1.3851059902648146
548,N,0.8062721354235304
549,N,1.576272272454465
550,N,2.8329544520510312
551,N,2.9016891612778215
552,N,2.8329545553345508
553,N,3.189413139221349
554,N,0.40289544737719696
555,N,1.215694008451979
556,N,1.1915042072613584
557,N,0.6529621784441587
558,N,3.832929552500327
559,N,1.3351950487250017
560,H,0.30267100961678167
561,H,0.35874674216744346
562,L,1.3748067443007557
563,H,0.2487394646951625
564,N,0.3531291526137704
565,N,2.161031163952455
566,N,0.49597306679846226
567,N,1.5343191565695
568,L,1.8959653363928566
569,N,2.53431784218129
570,N,1.4998506390390465
571,N,1.3927161881106793
572,N,1.4060015429649582
573,N,2.49984762539193
574,L,1.6173077622054026
575,H,0.7985044258819336
576,H,3.57350874868123
577,H,0.7465514686868343
578,N,1.3247776840736296
579,H,0.8088830957738005
580,N,1.2425803033891627
581,N,0.9950506983715478
582,H,0.14411975892835835
583,N,1.197410031958275
584,L,1.2122188467960164
585,H,0.14412171823247508
586,N,1.2269353126846547
587,H,0.14412214036982382
588,H,0.14412123143026373
589,H,0.14412126999053523
590,N,1.8598470845261057
591,N,1.9549865727675124
592,N,1.299183990991292
593,N,1.8598478052191527
595,N,1.299182185522519
596,N,1.9549848515646373
597,N,1.3662214146133171
598,N,1.3662180162975368
600,N,1.4672643694737
601,N,1.605296651994648
602,N,1.8924048290240347
603,N,0.6257133193108555
604,L,1.7510093923810948
605,N,2.0548216267085797
606,L,1.178948620548356
607,L,2.821570148349376
608,N,1.4045678129264547
609,L,1.6456815219499905
610,L,1.733058496142267
611,N,2.187760655962267
612,L,1.2170628821521676
613,L,2.4538744865635174
614,N,1.632359087773966
615,N,1.4969083172362472
616,N,1.9251346235242452
617,N,0.6483344750331335
618,H,0.9610564451516695
619,N,1.1997040538519157
620,N,1.1018279248478005
621,N,1.089328632943451
622,N,0.9791288291650325
623,N,1.0684085474766989
624,N,1.291116273757043
625,N,1.0736300720947403
626,N,1.1198947705774085
627,N,1.1365828909028681
628,N,0.9670375884038297
629,N,1.0610520891551052
630,H,1.1050333590757624
631,L,1.6755463182854635
632,H,1.0902893123963038
633,H,1.6485984222833157
635,H,1.5722751578773997
636,L,2.180853445647283
637,L,1.679413089484978
638,H,0.6588770576370686
640,N,0.3165610146728835
641,N,0.48071417173196246
642,N,3.6322232228619544
643,N,0.3165610146728835
644,H,0.0731787431438049
645,H,2.3559864208515333
646,H,0.21735304037455858
647,H,2.559672483685645
648,N,4.064910123219853
649,H,1.7422805577996943
650,L,1.586432323983724
651,H,1.0565026190417635
652,L,1.3821700239659975
653,L,1.5384937469222848
654,N,2.111891605663829
655,N,1.469353813343337
656,N,1.646316729829114
657,N,1.2656560298615163
658,H,0.8722088771577375
659,N,1.2656519505954762
660,N,0.6809817645848406
661,N,0.5405108694128817
662,N,0.4451040476931078
663,N,0.6809832231279882
664,N,1.0210569634909887
665,N,0.650550938417545
666,N,0.8805860056534562
667,N,0.5297892005987709
668,N,0.32434693192121816
669,N,0.5297908647231099
670,N,2.012746459443766
671,N,2.209047089325438
672,N,1.6041417614853328
673,N,1.8881094764934656
674,N,1.8875957693752892
675,N,1.7169477090573373
676,N,2.1685526510600384
677,N,1.9502152965840325
678,N,1.7410328668034258
679,N,1.8785102148862896
680,L,1.3310209961946282
681,L,1.4944865417679658
682,L,1.8059232680521262
683,L,1.4029922977288705
684,N,0.45150633386935063
685,N,0.652502218134687
686,N,0.9240087625420826
687,N,0.8415214701558333
688,L,2.1002337874065384
689,N,1.1598749197061975
690,N,3.479771218624487
691,N,3.1740840752348154
692,N,1.3480480768645897
693,N,1.4636057469234287
694,N,5.223256519654939
695,N,1.3090337006473198
696,N,1.7887533421377233
697,N,2.1509098894934624
698,N,0.6436774031990874
699,N,1.1509108105298795
700,H,0.7151558434055254
701,H,0.6263941390424894
702,H,0.4289134322568057
703,H,0.6300549102574368
704,H,0.7128373340309601
705,H,0.2591748533479458
706,H,0.6305075924902308
707,H,0.3659356534101896
708,H,0.22270783611760595
709,H,0.2315966082853355
710,N,2.6136554351340417
711,N,2.8361143682311427
712,N,1.9257895213524558
713,N,1.4861812463023896
714,N,1.9289316610081717
715,N,1.375692632225457
716,N,1.6764255001349062
717,N,1.581742598314128
718,N,1.6212922515256645
719,N,1.5817395707320412
720,N,0.5820699306853646
721,N,0.5231665094038278
722,N,1.0411599001382776
723,N,0.9945182686509565
724,N,0.4144073119274182
725,N,0.8853981384288059
726,N,0.6680150028724408
727,N,0.37296324562174443
728,N,0.980501268594177
729,N,0.7595637089439718
730,L,2.1879654788581133
731,L,2.1879198334201018
732,L,0.6924195846023958
733,L,1.527124955099039
734,N,2.671919359266749
735,H,0.5715476684618529
736,N,1.7092597514752557
737,H,0.5065835181242646
738,H,0.5562804546734358
739,H,0.554635638041255
740,H,0.12460839087108912
741,H,0.12461115102408742
742,N,1.7383882953793404
743,L,0.3246107342608143
744,H,0.12460971241317147
745,L,1.7520706911622355
746,H,0.11388396219422893
747,L,1.2501180570462105
748,N,2.391044765578909
749,H,1.031785449871053
750,H,1.2442622904162786
751,H,1.2544769198376529
752,H,1.4497727317999642
753,H,1.0519502122176962
754,N,2.3440606779560755
755,N,1.7600384069766435
756,N,1.3088728743741989
757,N,3.2792426701620667
758,H,1.188158795440367
759,N,1.707923101689515
760,H,0.49106463844179343
761,H,0.5052352915710348
762,H,1.1279788141837959
763,H,0.33187508524685605
764,H,0.4784065057745204
765,H,1.8530790032139144
766,H,0.27497060191209427
767,H,1.1645496397065547
768,H,2.085051865854715
769,H,1.8051924706868425
770,N,1.6155446632962729
771,N,1.8010778891569625
772,L,0.10998287810569737
773,N,2.2457156548901183
775,L,0.10998391916595385
776,N,2.4021889929243945
777,L,0.10998315559427159
778,L,0.10998391916595385
780,L,2.6304610221713065
781,L,2.6776007536363924
782,L,1.6362236341147454
783,N,2.0854296524490086
784,N,1.4953640996581115
785,N,1.0277311107826674
786,N,1.5425040085964266
787,N,1.0693696861066424
788,L,1.396690527711127
789,N,1.0693713963220035
790,N,0.8798344754816302
791,N,1.0095546103147777
792,N,0.5864554605551034
793,N,0.8798349101056216
794,N,2.438866520601764
795,N,1.9023349585534661
796,N,2.1518639408632265
797,L,1.8523682304900633
798,N,0.6842029500331511
799,L,1.634122029562644
800,H,0.8197374794920911
801,H,0.9207326251298806
802,N,0.047798537721795833
803,H,0.8045517729166086
804,N,0.8714254089047438
805,N,0.047798537721795833
806,N,1.0336848060205053
807,N,0.047798537721795833
808,N,0.047798537721795833
809,N,0.047798537721795833
810,N,1.6262450920705336
811,N,1.4427105789643784
812,N,1.2798955216379237
813,N,4.62624234479112
814,L,1.5725532467625194
815,L,2.4850643818200338
816,L,4.920196947029008
817,L,1.2650874126196183
818,N,2.53555254934622
819,L,2.3732552333775665
820,L,0.9188126808385979
821,H,0.33486634989637226
822,N,3.551064811100665
823,L,0.8373981540307348
824,H,0.3888255582170751
825,H,1.0154696977523754
826,H,0.3958733934731659
827,H,1.3927342625499217
828,N,1.5209195502284096
829,H,1.0235589800796374
830,N,0.5873027277380277
831,N,0.6519366843372342
832,N,0.5873019335502855
833,N,1.4692971922813303
834,N,1.6961459378272197
835,N,1.4652397185339154
836,N,2.928809549947187
837,N,1.0743998829583195
838,N,0.6675784216177775
839,N,1.5025621037328911
840,L,0.012424509762398218
841,L,0.012424522271235514
842,N,0.16601191323434766
843,L,0.012426879769868704
844,L,0.012424560470400744
845,H,0.47802117509938463
846,L,0.01242359636657875
847,H,0.49319608435731543
848,N,0.19649852450843458
849,H,0.49829894920899476
850,N,2.521099057368141
851,N,2.0645377545184393
852,N,2.85421049593639
853,N,2.521102020238231
854,N,2.037425384707049
855,N,2.564098144331286
856,N,1.5808625019969467
857,N,2.0698566559826785
858,N,2.1721054246852716
859,N,2.069853999966193
860,N,1.0569492094594473
861,N,0.94477339587767
862,N,1.98249852744479
863,N,1.0155383456456548
864,N,0.7837690129448106
865,N,1.1588147539628229
866,N,0.6351588209856377
867,N,0.9764502809249475
868,N,1.6705909464547513
869,N,0.9764488726818145
870,L,3.044074219871457
871,L,3.0274336508733386
872,H,0.9809208735197074
873,L,2.629679640115403
874,N,4.236819604106022
875,N,1.9205947599013364
876,N,4.517441146643433
877,L,2.1020720735086478
878,H,0.9531814878984398
879,L,1.7951794758923298
880,H,0.5715691667319124
881,H,0.6154625012061153
882,N,1.180526288064288
883,H,0.5715670272431692
884,H,0.579754296391519
885,H,0.7025980073202934
886,H,0.6198132080857676
887,H,0.7536925441072251
888,N,1.2299387283941092
889,H,0.7441002701861832
890,N,1.7227650251227018
891,N,1.7937443420435035
892,N,1.9686060648763484
893,N,1.4114476882088307
894,N,3.0347705247702277
895,N,2.470892728038929
896,N,2.105757073948545
897,N,3.5627051094428355
898,N,1.5301447941827997
899,N,2.5627056678706497
900,L,1.3560799340669447
901,L,1.2450799837239743
902,L,1.4748337601085233
903,L,1.4203453206124164
904,N,0.6950978599359806
905,N,0.8521160561021554
906,N,0.5704959450335296
907,N,0.45485671365062663
908,L,1.3748209242287235
909,N,0.570495974895682
910,N,2.9635475298795884
911,N,2.710180600028291
912,L,0.4221656449800303
913,N,3.963543256309112
914,N,3.735089859804393
915,L,0.42216560240447504
916,N,4.481727357288506
917,H,0.15677961345999875
918,L,0.4221682200051495
919,H,0.09321330391061401
920,N,1.7479256313047142
921,N,1.714044431583623
922,N,2.253599577603099
923,N,1.0968760390861338
924,N,1.1252157805550127
925,N,0.9127321646165297
926,N,0.8589788189125421
927,N,1.4039206689062427
928,N,1.2169044166319223
929,N,0.8589780885219472
930,H,1.038715929067129
931,H,1.1807112892254765
932,L,1.6451540809162222
933,H,1.9836306894098419
934,L,1.760215080940922
935,L,6.5978943706783095
936,L,5.566796467888418
937,L,1.8440982748884938
938,H,2.110454339522704
939,L,6.5321502455842015
940,N,0.3280208141638783
941,N,0.43839665665927735
942,N,1.26773246177677
943,N,0.328022638267874
944,H,0.3311970016792464
945,H,1.1616351684717066
946,H,0.43679418123191843
947,H,0.8949131694131222
948,N,1.4985819768249935
949,H,0.9864440311354334
950,H,0.9150499338400933
951,L,1.288767557844363
952,H,0.48959387534661
953,H,1.2927337293434797
954,N,1.0668025040441047
955,N,0.8767248737810213
956,N,2.006518161012854
957,N,0.874705570181807
958,H,0.5674494803803236
959,N,1.010123826940507
960,H,0.6861519376217908
961,H,0.8569381155488549
962,H,0.25773535299427214
963,H,0.6749319519642376
964,N,0.7149331443078002
965,N,0.2980795082009837
966,N,0.8970165284642583
967,N,0.44927317358766966
968,H,0.36851625275600824
969,N,0.4492706975211009
970,N,3.377178031988733
971,N,3.119910175248257
972,N,2.471702451334623
973,N,2.559447726521687
974,L,3.008374642612031
975,L,1.6756226829815855
976,L,2.1239219933575937
977,H,1.456750935254177
978,N,1.4120932668981832
979,H,1.2230395705768176
980,N,0.6337025409578897
981,H,0.40981915191500784
982,N,1.8757793436195704
983,N,0.6337050137054352
984,H,0.4635518570313515
985,N,2.4680020120283537
986,H,0.37117556432321297
987,N,1.7000761548844865
988,N,1.9577853148731097
989,N,2.371241311899432
990,N,0.6396604215818495
991,N,1.0601465458268045
992,N,0.48987765989717863
993,N,0.7993650676755278
994,N,0.9534421795765415
995,N,0.7958433244595169
996,N,1.6156284984541445
997,N,0.9951609289344185
998,N,0.6891934506237265
999,N,0.9951614472160377
1000,N,0.786195694676725
1001,N,0.8806710295794287
1002,N,0.7070383659754984
1003,N,0.7861950234724403
1004,H,0.6134389676355506
1005,H,0.6258777944615235
1006,L,0.9161672628185995
1007,L,1.013117742712589
1008,N,0.7987670483695709
1009,L,0.8416985311246503
1010,N,2.259453888356613
1011,N,1.9984073650986964
1012,N,2.232324397943785
1013,N,4.259448782847322
1014,N,1.5779891435950069
1015,N,2.499909758092908
1016,N,2.2694721273291916
1017,N,1.208343447015104
1018,N,3.8108215931102216
1019,N,2.2083431690981556
1020,N,1.5911211896124884
1021,N,1.2952616611558132
1022,N,3.4805395392700724
1023,N,1.3437298462629526
1025,N,1.9425237887220468
1026,N,1.0287497063318394
1027,N,3.107239232028866
1028,N,1.4772918580210335
1030,H,1.2086458306411834
1031,H,1.1759996633149072
1032,H,0.8720727526148937
1033,H,1.4358787112218847
1035,H,0.9459525993288153
1036,H,1.3198916038181823
1037,H,0.9605563579596985
1038,H,1.0165865392642346
1040,L,0.16851887668418808
1041,L,0.16851887668418808
1042,H,0.6397736122188075
1043,L,0.1685161821163694
1045,H,0.6397722659366111
1046,L,0.1685161623895576
1047,H,0.637326740978208
1048,H,0.6373290905579307
1050,N,0.8772166118861077
1051,N,0.874292138400021
1052,N,1.5835281683641214
1053,N,1.8772097727071355
1055,N,2.583528629995497
1056,N,1.8742862358793901
1057,N,1.5794699771061165
1058,N,2.579470157161232
1060,H,5.624697136294825e-06
1061,H,5.624697136294825e-06
1062,H,3.3590921684535134e-06
1063,H,0.8898999788545595
1064,N,2.0336649736001347
1065,N,1.539595605318146
1066,N,1.1730786368952184
1067,N,3.4115803115291725
1068,H,1.007267657896162
1069,N,1.5280231603215966
1070,N,2.277672206658458
1071,N,2.275033497779631
1072,N,0.20389067202645852
1073,N,2.717391278869001
1074,H,1.2944341734629112
1075,N,0.20389203976642553
1076,H,1.350105150071301
1077,N,0.20388972739973882
1078,N,0.20389067202645852
1079,N,0.20389201974187424
1080,N,0.7845272973337124
1081,N,0.782222834379555
1082,N,0.7845271732407109
1083,N,0.8600632270026255
1084,N,1.1463809343624494
1085,N,1.0419877584913024
1086,N,1.1441337159314606
1087,N,1.0397742038449775
1088,N,0.8576815434543625
1089,N,1.0397767388367156
1090,L,2.1838631817839675
1091,L,2.1850100259491367
1092,L,2.1838644799621973
1093,L,2.6896372934310846
1094,L,1.9069720943115613
1095,H,1.0627169244441532
1096,H,1.083609200208477
1097,H,1.1000349838394794
1098,L,2.6637312590522617
1099,H,1.060024288196472
1100,N,0.43466983334678533
